시도,충전소명,위도,경도
강원도,강릉더샵 아파트,37.750646,128.90994
강원도,강릉특별지사,37.78217537,128.9188097
강원도,그린내하우스,37.7608299,128.918984
강원도,봉평면사무소,37.6161884,128.3797302
강원도,강원도교육연수원,37.78644219,128.9183389
강원도,강릉아이스아레나 주차장,37.78014239,128.896548
강원도,평창휴게소(강릉방향),37.60563321,128.452799
강원도,강원지방기상청,37.80407571,128.8539566
강원도,구정휴게소(동해방향),37.72263751,128.8516266
강원도,강원테크노파크,37.8039414,128.85705
강원도,강원도환동해본부,37.88495412,128.8254879
강원도,강원영동병무지청,37.7488087,128.9077197
강원도,강릉농협 하나로마트,37.754689,128.901915
강원도,강릉축협 하나로마트,37.754163,128.91264
강원도,교1동주민센터,37.76554833,128.8745249
강원도,홍제동 공영주차장,37.75345,128.882694
강원도,주문진해수욕장,37.9101982,128.8178855
강원도,용평리조트,37.644172,128.676355
강원도,평창영월정선 축협,37.675396,128.700232
강원도,알펜시아리조트,37.65831,128.671943
강원도,녹색도시체험센터,37.788754,128.906722
강원도,송정동주민센터,37.774406,128.927799
강원도,해람중학교옆 공영주차장,37.75317321,128.8894272
강원도,강남동주민센터,37.744127,128.905083
강원도,강릉금호어울림,37.754144,128.918641
강원도,삼우골든아파트,37.760669,128.9060886
강원도,홍제힐스테이트,37.750758,128.882388
강원도,포남2주공아파트,37.78037631,128.9168789
강원도,평창올림픽선수촌아파트,37.6585171,128.6952573
강원도,기산그린타운연립,37.73444676,128.8808369
강원도,허균허난설헌기념공원,37.79114449,128.9100284
강원도,홈플러스 강릉점,37.755796,128.899269
강원도,청송 아파트,37.771891,128.913032
강원도,서희스타힐스리버파크,37.737238,128.865185
강원도,교동e-편한세상 아파트,37.770659,128.895989
강원도,강릉 교동2차현대아파트,37.763335,128.881193
강원도,보헤미안박이추 커피공장,37.84692736,128.8668603
강원도,교2동주민센터,37.76794191,128.8923834
강원도,성덕동주민센터,37.76350951,128.9137578
강원도,HAPPY700 평창시네마,37.589094,128.41683
강원도,대관령면 관광안내소,37.67866,128.699797
강원도,이마트 강릉점,37.771576,128.92239
강원도,경포해수욕장,37.802467,128.903439
강원도,강릉회산LH천년나무2단지,37.741866,128.877643
강원도,강원양돈농협 하나로마트,37.76333488,128.877279
강원도,강릉아레나체육관,37.7799325,128.8957368
강원도,봉평시장공용주차장,37.61542894,128.3761034
강원도,강원도립대학,37.87709544,128.8293685
강원도,하이빌현대아파트,37.76543286,128.8832784
강원도,감자연구소,37.81309477,128.834149
강원도,입암6주공아파트,37.75794439,128.9186045
강원도,태장위너빌아파트,37.64354071,128.5607498
강원도,LH선수촌8단지아파트,37.76234901,128.8676204
강원도,LH강원본부,37.868893,127.728485
강원도,춘천서부시장,37.88466076,127.7243826
강원도,LH해온채아파트,37.89711002,127.7512223
강원도,(춘천거두)초록지붕아파트,37.85370907,127.7520741
강원도,춘천극장몸짓,37.872498,127.727309
강원도,동면행정복지센터,37.91013466,127.7813917
강원도,국립춘천숲체원,37.99173948,127.7677408
강원도,춘천바이오산업진흥원,37.89297651,127.7442113
강원도,춘천휴게소(부산방향),37.81263676,127.7665396
강원도,춘천사회혁신파크,37.86440101,127.7356536
강원도,강원지방기상청 춘천기상대,37.94758822,127.7548163
강원도,석사현대아파트,37.8552232,127.7420448
강원도,애니메이션박물관,37.893901,127.689949
강원도,휴먼시아남춘천1단지,37.861432,127.734026
강원도,이마트 춘천점,37.863773,127.718142
강원도,보배 아파트,37.869698,127.713742
강원도,김유정문학마을,37.818462,127.716533
강원도,동내면사무소,37.848012,127.761109
강원도,후평1동행정복지센터,37.886091,127.745122
강원도,의암빙상장,37.854525,127.68773
강원도,강원직할,37.883416,127.750565
강원도,롯데캐슬 스카이클래스,37.870086,127.718276
강원도,홈플러스 춘천점,37.850563,127.734139
강원도,한국전기공개조합 춘천지점,37.84211747,127.7150055
강원도,강원도개발공사,37.85716591,127.7496775
강원도,공지천 공영주차장,37.874379,127.713098
강원도,강변코아루아파트,37.896963,127.735715
강원도,소양강 공영주차장,37.890401,127.721241
강원도,호반베르디움에코아파트,37.85508892,127.7602693
강원도,남산면사무소,37.792025,127.646031
강원도,송곡대학교,37.79190892,127.6525826
강원도,농어촌공사 강원본부,37.90498069,127.7275665
강원도,춘천 동부시장,37.87752822,127.7341076
강원도,신사우동사무소,37.905663,127.727618
강원도,옥계면사무소,37.612462,129.038121
강원도,지흥동 동해전력지사,37.51035721,129.0998008
강원도,동해지사,37.52551402,129.107521
강원도,동해금호어울림 아파트,37.52797365,129.1021977
강원도,동해코아루디오션,37.53212034,129.1138946
강원도,대동 아파트,37.48730677,129.1057699
강원도,"한양2,3차 아파트",37.5271469,129.1063793
강원도,희망Dream아파트,37.50591218,129.1278326
강원도,동해시 보건소,37.52233377,129.1171019
강원도,쌍용 아파트,37.52017291,129.1200493
강원도,동해 아이파크 아파트,37.47708209,129.1089177
강원도,동해역(ktx) 주차장,37.49693844,129.123027
강원도,동해푸르지오 아파트,37.52959601,129.0996907
강원도,동해지사(공용),37.52570357,129.1079442
강원도,사랑Dream아파트,37.53160341,129.1014392
강원도,구호동 자유무역지역관리원,37.48084188,129.153095
강원도,부곡동 행정복지센터,37.53597216,129.106472
강원도,이마트 동해점,37.524239,129.117692
강원도,삼척 한양아파트,37.43928214,129.1513972
강원도,한국남부발전 복지관 급속 충전소,37.1037,129.2023
강원도,동화3차 아파트,37.44198836,129.1690649
강원도,신동아 아파트,37.44970031,129.1757172
강원도,e편한세상삼척교동아파트,37.45292146,129.1718253
강원도,삼척지사,37.43432532,129.1779429
강원도,현진에버빌 아파트,37.44486,129.174448
강원도,코아루타워아파트,37.45107529,129.1710746
강원도,삼척오션빌,37.19725964,129.3362721
강원도,청솔1차아파트,37.44721371,129.1760108
강원도,삼척마달세영리첼아파트,37.45046433,129.1559348
강원도,홈플러스 삼척점,37.44637717,129.168325
강원도,동부아파트,37.45598317,129.1655932
강원도,대한석탄공사 도계광업소 급속 충전소,37.1351,129.0238
강원도,현대아파트,37.44030294,129.1522897
강원도,성호아파트,38.18481464,128.5988822
강원도,금호대명(서울대명2차) 아파트,38.209818,128.580804
강원도,속초지사,38.2117614,128.5905531
강원도,현대1차 아파트,38.20734872,128.5724646
강원도,대명늘푸른 아파트,38.205736,128.570848
강원도,국민체육센터,38.435167,128.452743
강원도,고성석미모닝파크,38.37809,128.462903
강원도,죽왕면사무소,38.32916863,128.5257194
강원도,고성지사,38.38024127,128.4731958
강원도,속초연수원,38.19001263,128.5518064
강원도,영랑호 인트라움,38.22264459,128.5840186
강원도,청호동 아이파크,38.19283819,128.5991813
경상남도,고성소방서,38.37671404,128.4725695
강원도,이마트 속초점,38.19092704,128.5960889
강원도,속초해양경찰서,38.21228638,128.5976834
강원도,잼버리수영장,38.22268821,128.4975009
강원도,국민건강보험공단,38.19013277,128.5924422
강원도,양구지사,38.108207,127.986211
강원도,해링턴플레이스,38.099404,127.99106
강원도,국토정중앙전문대,38.06887825,128.0298989
강원도,테니스파크,38.11732567,127.9896014
강원도,서희스타힐스,38.10091016,127.9873887
강원도,양구군농업기술센터,38.10693358,128.0284952
강원도,양구인문학박물관,38.12195522,127.9812864
강원도,포미재 아파트,38.108168,127.991974
강원도,양구 보배 아파트,38.100673,127.983005
강원도,양구경림 아파트,38.107659,127.985261
강원도,썬라이즈빌아파트,38.13715355,128.614848
강원도,인구해수욕장,37.97056495,128.7621124
강원도,양양서문주공아파트,38.075493,128.61239
강원도,양양전통시장주차장,38.07525552,128.6251351
강원도,양양오색주차장,38.0774072,128.4525856
강원도,양양지사,38.07245,128.617897
강원도,영월지사,37.170665,128.478512
강원도,영월군공용주차장,37.17886553,128.4585551
강원도,영월군청 전기차충전소,37.1837926,128.4620204
강원도,영월 서부시장 제2주차장,37.18104749,128.4646326
강원도,주천면사무소,37.27211852,128.2691021
강원도,영월하송주공3차 아파트,37.177677,128.457978
강원도,나라키움원주청사,37.32653907,127.9787138
강원도,덕원아파트,37.36284436,127.9360533
강원도,개운휴먼시아1단지 아파트,37.338512,127.955194
강원도,통일 아파트,37.33284,127.959238
강원도,코오롱하늘채 아파트,37.343545,127.928793
강원도,대흥2차 아파트,37.380177,127.951598
강원도,기후변화대응교육연구센터,37.343311,127.99668
강원도,차량등록사업소,37.343286,127.92378
강원도,홈플러스 원주점,37.317634,127.966737
강원도,단관청솔4차 아파트,37.320141,127.953456
강원도,무실세영리첼2차 아파트,37.328913,127.929779
강원도,이끌린STAY,37.347549,127.926545
강원도,매지청솔 아파트,37.277922,127.910642
강원도,두진하트리움시티,37.35095408,127.9449051
강원도,개인택시지부,37.369931,127.967505
강원도,한라비발디2차아파트,37.36335762,127.9307262
강원도,남원주두산위브 아파트,37.291631,127.918471
강원도,한신더휴아파트,37.33040046,127.9541743
강원도,원주시청,37.340932,127.91839
강원도,문막현진에버빌 아파트,37.325521,127.829118
강원도,원주휴게소(춘천방향),37.43397076,127.931616
강원도,문막읍사무소,37.31201,127.817375
강원도,구곡두산 아파트,37.32635,127.948057
강원도,하나로마트 혁신도시점,37.324499,127.98199
강원도,우보삼성 아파트,37.345776,127.940216
강원도,원주지사,37.372274,127.938467
강원도,원주 의료기기 종합지원센터,37.37171186,127.8741027
강원도,원주시립도서관,37.32658037,127.9529606
강원도,문막휴게소(강릉방향),37.33457628,127.8576477
강원도,신일유토빌아파트,37.37316075,127.9407191
강원도,청구1단지아파트,37.32505799,127.9374141
강원도,원주지사(공용),37.372274,127.938467
강원도,한라비발디1차 아파트,37.362657,127.932682
강원도,개운1차한신휴플러스 아파트,37.332714,127.950521
강원도,원주 의료기기 산업기술단지,37.406773,127.95036
강원도,한일아파트,37.32896857,127.9486307
강원도,반곡아이파크 아파트,37.335358,127.963652
강원도,푸른숨LH3단지 아파트,37.32113155,127.9777982
강원도,봉화산이편한세상 아파트,37.350455,127.926913
강원도,무실우미린 아파트,37.327075,127.931359
강원도,간현관광지,37.364102,127.8346806
강원도,무실세영리첼1차 아파트,37.329315,127.926818
강원도,인제지사(공용),38.06598223,128.1662156
강원도,인제지사,38.06598223,128.1662156
강원도,설악산 국립공원 백담분소 전기차충전소,38.19177377,128.3575676
강원도,인제지사(공용),38.06598223,128.1662156
강원도,인제군 보건소,38.06336855,128.1687612
강원도,인제체육관,38.05879351,128.1647633
강원도,귀둔출장소,38.01641996,128.3661128
강원도,원통 생활체육공원,38.12091456,128.1970977
강원도,북면 행정복지센터,38.12499438,128.2046939
강원도,고사리 문화관광,38.01039786,128.2390555
강원도,하늘내린도리안,38.00141812,128.1626594
강원도,서화체육공원,38.2296447,128.2072977
강원도,인제군청,38.06961428,128.1702583
강원도,정선군청,37.380487,128.661244
강원도,파크로쉬(알파인경기장),37.474902,128.611598
강원도,북평면,37.44857963,128.6654495
강원도,정선지사,37.38004848,128.6504211
강원도,북평면지역아동센터 옆,37.4485205,128.6654906
강원도,북평면행정복지센터,37.44892078,128.6700025
강원도,태영합자회사,37.39998084,128.6660049
강원도,정선국토관리사무소,37.36933865,128.684573
강원도,북평면종합복지회관,37.4494588,128.6705004
강원도,아리아리펜션,37.37177375,128.695264
강원도,철원지사,38.1475409,127.3025954
강원도,이마트 태백점,37.200291,128.961705
강원도,강원랜드,37.212817,128.822428
강원도,태백지사,37.158349,128.987216
강원도,철암동보건소,37.11727137,129.0397967
강원도,태백시보건소,37.17643958,128.9923471
강원도,동점동소방학교,37.10397403,129.0407082
강원도,태백국민체육센터 오입력,37.16282386,128.9848782
강원도,태백국민체육센터,37.16269423,128.9853556
강원도,황연동행정복지센터,37.17866892,128.9867396
강원도,고한시장,37.19952188,128.8553009
강원도,태백 하나로마트,37.16571698,128.9861499
강원도,종합경기장,37.13550714,129.0028772
강원도,평창지사,37.370874,128.403546
강원도,평창교육지원청,37.36905242,128.4007562
강원도,평창군어린이급식관리지원센터,37.36100332,128.3884531
강원도,대화면문화체육관,37.49868564,128.4569235
강원도,평창소방서,37.37806895,128.3894733
강원도,평창군농업기술센터,37.37801067,128.3951876
강원도,평창군보건의료원,37.36908418,128.3906226
강원도,더위사냥축제장,37.50307215,128.4506025
강원도,홍천 국민건강보험공단,37.70649037,127.9073078
강원도,철정휴게소,37.800317,127.987177
강원도,홍천지사,37.6854551,127.8772731
강원도,화양강휴게소,37.799415,127.988075
강원도,농어촌공사 홍천·춘천지사,37.708185,127.909417
강원도,홍천오드카운티,37.69791005,127.9016085
강원도,홍천휴게소(양양방향),37.75727183,128.0042463
강원도,홍천휴게소 양양방향 전기차충전소(임시,37.75744302,128.0043499
강원도,화천지사,38.11093378,127.7078887
강원도,한국전력 화천지사,38.11080322,127.7081302
강원도,SG마트 충전소,37.48443346,127.9822901
강원도,묵계농공단지,37.47151268,127.9800316
강원도,둔방1리 마을회관 충전소,37.51353457,128.2100746
강원도,안흥찐빵모락모락마을,37.40964346,128.1554754
강원도,강림 건강복지센터,37.36072853,128.1288868
강원도,먹거리단지,37.46053312,127.9747258
강원도,우천일반산업단지,37.49391511,128.0611452
강원도,공근농공단지,37.52775099,127.91349
강원도,만세공원,37.48830763,127.9869729
강원도,횡성국민체육센터,37.48838315,127.9735273
강원도,횡성지사,37.48894918,127.9828043
강원도,원흥2차 아파트,37.49531315,127.9835464
강원도,대동황토방 아파트,37.49389113,127.9870377
경기도,경기전력관리처,37.293271,127.036969
경기도,한국농어촌공사 경기지역본부,37.31149701,126.986151
경기도,래미안노블클래스2단지,37.268084,127.033407
경기도,보훈복지타운아파트,37.299552,127.023354
경기도,수원시청,37.262776,127.028711
경기도,광교레이크파크수자,37.28052454,127.071161
경기도,광교호수마을 참누리레이크,37.290451,127.072577
경기도,살구골동아서광성지진덕아파트,37.24852026,127.0696429
경기도,매탄성일아파트,37.265004,127.044992
경기도,영통벽적골주공9단지,37.248006,127.065761
경기도,광교 자연앤힐스테이트,37.288971,127.05034
경기도,매탄주공그린빌2단지,37.260468,127.046618
경기도,조원주공뉴타운1단지,37.30495,127.016355
경기도,홈플러스 원천점,37.270006,127.063253
경기도,래미안광교,37.290613,127.060934
경기도,화서역 환승주차장,37.285897,126.990391
경기도,수원아너스빌위즈아파트,37.296551,127.007689
경기도,홈플러스 북수원점,37.303088,127.008605
경기도,조원주공뉴타운2단지,37.302389,127.01959
경기도,경기직할,37.277815,127.029792
경기도,화서주공5단지아파트,37.283765,126.99142
경기도,엘지동수원자이아파트,37.236485,127.057109
경기도,꽃뫼버들마을 진흥아파트,37.288443,126.983703
경기도,영통공영주차장,37.253264,127.074041
경기도,광교A2 호반베르디움아파트,37.307072,127.044288
경기도,망포한양수자인,37.24053251,127.057336
경기도,홈플러스 영통점,37.25194,127.073296
경기도,광교오드카운티아파트,37.292795,127.058457
경기도,써밋플레이스광교,37.291067,127.051119
경기도,우남퍼스트빌,37.258294,127.043045
경기도,영통SK뷰,37.243347,127.062638
경기도,비단마을베스트타운,37.297605,126.980977
경기도,광교캠퍼스타운참누리아파트,37.302459,127.040306
경기도,광교에듀타운자이1단지,37.285319,127.050693
경기도,광교마을40단지,37.294693,127.082983
경기도,매탄그린빌4단지,37.25604727,127.0439939
경기도,광교LH해모로아파트,37.305713,127.052815
경기도,수원장안STX KAN아파트,37.31427,126.982991
경기도,광교자연앤자이2단지,37.287425,127.048294
경기도,망포현대2차아파트,37.240679,127.050216
경기도,꽃뫼노을마을 한국아파트(화서역파크뷰),37.292023,126.990162
경기도,영화동 공영주차장,37.292982,127.014441
경기도,광교호반가든하임,37.305479,127.049525
경기도,수원월드컵경기장,37.28958682,127.0356253
경기도,매탄현대힐스테이트,37.270262,127.037798
경기도,센트럴하이츠아파트,37.242169,127.058693
경기도,황골주공 1단지 아파트,37.264216,127.079968
경기도,수원대월주공아파트,37.299754,126.985632
경기도,경기도교통연수원,37.30873101,127.0113413
경기도,e편한세상광교,37.29111596,127.0523913
경기도,수원시상수도사업소,37.3002214,127.0279245
경기도,광교중흥S클래스아파트,37.28250391,127.0582017
경기도,수원인계푸르지오,37.276675,127.035457
경기도,경기도교육연구원,37.29577885,127.0169429
경기도,수원구치소,37.28315789,127.035704
경기도,이마트 TR 수원점,37.2460781,127.0486482
경기도,정자벽산블루밍아파트,37.30460127,126.9946492
경기도,고등동 행정복지센터,37.27341266,127.0011117
경기도,수원시청소년문화센터,37.27205972,127.0343824
경기도,대한대우아파트,37.264877,127.005759
경기도,래미안 노블클래스,37.269717,127.037465
경기도,신촌휴먼시아1단지아파트,37.449885,126.89331
경기도,소하도서관,37.4456,126.88802
경기도,하안도서관,37.46799,126.87369
경기도,광명지사(공용),37.476725,126.866303
경기도,e편한세상센트레빌 3단지,37.46993974,126.8681225
경기도,e편한세상센트레빌 1단지,37.46822,126.867425
경기도,e편한세상센트레빌2단지,37.466325,126.866388
경기도,광명지사,37.476725,126.866303
경기도,동광모닝스카이아파트,37.3765312,127.2945892
경기도,e편한세상광주역3단지,37.39887124,127.2452223
경기도,송정동대주파크빌아파트,37.43269583,127.2544897
경기도,장지벽산블루밍아파트2단지,37.40724987,127.2370246
경기도,광주시 전기버스 충전소,37.38862189,127.2459063
경기도,광주브라운스톤아파트,37.41771115,127.2731754
경기도,이편한세상태재2단지,37.35877418,127.1543992
경기도,양벌리우림아파트,37.37705771,127.2595309
경기도,광주지사 전기차충전소,37.40555173,127.2595868
경기도,곤지암 공영주차장,37.3496274,127.346388
경기도,오포금강KCC,37.35691671,127.1630024
경기도,광주시 차량등록사업소,37.38716538,127.2456923
경기도,광주시 청소년수련관,37.38492296,127.235668
경기도,광주시보건소,37.4166033,127.2507547
경기도,곤지암 전기버스 충전소,37.36142,127.32252
경기도,능평도서관,37.350377,127.166874
경기도,초월도서관,37.38751868,127.2913327
경기도,광주시청 공용전기차충전소,37.4292019,127.2543922
경기도,코아루햇빛마을아파트,37.359528,127.3129692
경기도,장지벽산블루밍아파트,37.40823837,127.2360369
경기도,더베일리하우스,37.35357222,127.1488287
경기도,낙원포레시티,37.42578591,127.2521541
경기도,쌍령2차현대모닝사이드,37.39788963,127.2799728
경기도,장지현대아파트,37.39272186,127.2342055
경기도,광주지사,37.42617845,127.2581357
경기도,경안대우아파트,37.41110449,127.2504933
경기도,광주하남 교육지원청,37.42245091,127.2591031
경기도,삼라마이다스빌,37.227928,127.209692
경기도,용인도시공사 평온의숲,37.11950206,127.2270314
경기도,에이스카운티,37.201664,127.20861
경기도,마평라이프아파트,37.231998,127.214453
경기도,이동읍사무소,37.14109755,127.1959484
경기도,동부도서관,37.23361319,127.1903166
경기도,용인자연휴양림,37.31305716,127.2708886
경기도,동용인지사(공용),37.23465711,127.2056972
경기도,처인구코아루아파트,37.258231,127.236971
경기도,동용인지사,37.23465711,127.2056972
경기도,용인수목원우림필유,37.29448991,127.2380792
경기도,육군용인관사,37.233492,127.193448
경기도,남사 현대리바트(공용),37.14086371,127.1598769
경기도,모현읍행정복지센터,37.32997,127.24267
경기도,온누리마을아파트(3군사령부),37.241356,127.190731
경기도,용인실내체육관,37.23788696,127.2133051
경기도,유림동주민센터,37.25257801,127.2115545
경기도,모현농협 하나로마트,37.33569803,127.2487054
경기도,동부동주민센터,37.23285547,127.2191565
경기도,양지면사무소,37.23525575,127.2797769
경기도,행정타운늘푸른오스카빌아파트,37.238592,127.163878
경기도,용인행정타운 두산위브2단지,37.240151,127.167564
경기도,원삼면사무소,37.16642524,127.3131015
경기도,기후변화체험센터,37.22231284,127.2228448
경기도,행정타운늘푸른오스카빌아파트2단지,37.238088,127.171284
경기도,행정타운늘푸른오스카빌아파트3단지,37.237953,127.170464
경기도,용인휴게소(강릉방향),37.24554041,127.2432693
경기도,모현다목적복지회관,37.34232781,127.2311031
경기도,용인휴게소(인천방향),37.24793472,127.2389489
경기도,남사 현대글로비스(전용),37.14086371,127.1598769
경기도,금광베네스타,37.200218,127.208058
경기도,동탄2차한화꿈에그린아파트,37.19192554,127.0724066
경기도,경기상상캠퍼스,37.26665728,126.9832948
경기도,시범한빛마을한화꿈에그린아파트,37.207469,127.066472
경기도,동탄시범월드반도아파트,37.202462,127.066089
경기도,동탄신일유토빌,37.208835,127.074889
경기도,시범다은마을 포스코더샵,37.199063,127.069615
경기도,신동탄SK뷰파크,37.222437,127.057367
경기도,반달마을푸르지오,37.232116,127.067027
경기도,화성태안푸르지오,37.227922,127.043692
경기도,동문굿모닝힐아파트,37.204934,127.021267
경기도,수원센트럴타운3단지,37.261161,127.0044
경기도,홈플러스 서수원점,37.274005,126.955813
경기도,수원유통센터,37.282562,126.967714
경기도,호매실 호반베르디움더센트럴,37.27055224,126.9513796
경기도,서수원지사,37.257808,126.969451
경기도,수원센트럴타운2단지,37.262538,127.006438
경기도,서수원레이크푸르지오1단지,37.30011417,126.9529848
경기도,금호어울림아파트 입주자대표회의,37.20562847,127.0667152
경기도,수원아이파크시티1단지,37.244691,127.026705
경기도,LH수원센트럴타운1단지,37.26535014,127.0103989
경기도,서수원자이아파트,37.295948,126.960694
경기도,수원아이파크시티4단지,37.243085,127.028628
경기도,서동탄역파크자이아파트,37.20263192,127.0503213
경기도,삭제요청,37.21362297,127.0398171
경기도,동탄복합문화센터,37.20076591,127.0750588
경기도,융건릉(2),37.20627681,126.9905963
경기도,남산공단,37.19561784,126.9909066
경기도,안녕동공영주차장,37.19993131,127.0237249
경기도,화성동탄상록예가,37.21613194,127.0583242
경기도,서해그랑블아파트,37.198482,127.070125
경기도,권선어울림,37.260223,127.009782
경기도,아이파크시티2단지,37.243844,127.029147
경기도,나래울종합사회복지관,37.204,127.05
경기도,진안동공영주차장,37.21361171,127.0398143
경기도,융건릉(1),37.20577802,126.9923132
경기도,권선신일유토빌,37.240258,127.030144
경기도,동천마을 현대2차홈타운,37.338305,127.095842
경기도,광교경남아너스빌,37.297394,127.066521
경기도,현대모닝사이드1차,37.251322,127.119661
경기도,동일하이빌2차아파트,37.293726,127.126132
경기도,경남아너스빌2차,37.3153,127.060104
경기도,광교마을 45단지 아파트,37.297477,127.065955
경기도,금화마을주공4단지,37.261945,127.11008
경기도,동부센트레빌5차,37.33169,127.06624
경기도,신정마을성지아파트,37.321562,127.085985
경기도,새터마을푸르지오,37.331255,127.122958
경기도,아르피아주차장,37.325114,127.104249
경기도,신갈동주민센터,37.27264,127.106995
경기도,만현마을 롯데캐슬아파트,37.311645,127.089743
경기도,죽전1차힐데스하임,37.305472,127.114668
경기도,구성역 효성해링턴플레이스,37.29648,127.116097
경기도,꽃메마을한라신영프로방스아파트,37.322112,127.11423
경기도,도담마을푸르지오,37.324055,127.11517
경기도,성동마을LG빌리지3차,37.318629,127.073409
경기도,교동마을동양파라곤,37.302119,127.123559
경기도,신동백서해그랑블1차,37.28066,127.146292
경기도,백현마을 한라비발디2단지,37.280109,127.160411
경기도,푸른마을푸르지오아파트,37.3156,127.080151
경기도,흥덕힐스테이트 아파트,37.27878,127.074102
경기도,버들치경남1차,37.31426,127.063013
경기도,영덕동주민센터,37.277778,127.074296
경기도,가현마을신안아파트,37.283506,127.111721
경기도,래미안 수지 이스트파크,37.33,127.100446
경기도,심곡마을광교힐스테이트,37.307761,127.073741
경기도,엘지빌리지 5차 A단지,37.326306,127.071815
경기도,화성파크드림아파트,37.248521,127.111325
경기도,동백금호어울림타운하우스 2단지,37.272365,127.156455
경기도,동아솔레시티아파트,37.3103709,127.112268
경기도,동문3차아파트,37.337901,127.093193
경기도,성복힐스테이트1차,37.314443,127.069467
경기도,만현마을 쌍용3차,37.3073,127.086903
경기도,수지센트럴아이파크,37.307861,127.083299
경기도,래미안이스트팰리스3단지아파트,37.334667,127.089759
경기도,신동아파밀리에,37.270253,127.082938
경기도,신동백롯데캐슬에코2단지,37.283512,127.14749
경기도,양현마을풍림아파트,37.283426,127.106433
경기도,연원마을성원아파트,37.303477,127.110389
경기도,신봉동부센트레빌6단지,37.33285625,127.064698
경기도,상현도서관,37.300226,127.074479
경기도,금호베스트빌2단지아파트,37.303464,127.081061
경기도,이마트 동백점,37.278743,127.152848
경기도,서천마을4단지,37.235981,127.075058
경기도,수지엘지2차아파트,37.312285,127.076032
경기도,현대홈타운4차4단지,37.321451,127.116371
경기도,호반베르디움,37.293085,127.153228
경기도,동문6차굿모닝힐아파트,37.34019,127.098307
경기도,성복자이1차아파트,37.317737,127.065968
경기도,도담마을우미이노스빌1차,37.326171,127.119339
경기도,서원마을금호베스트빌5단지아파트,37.306985,127.077779
경기도,교동마을쌍용,37.302872,127.126991
경기도,신봉엘지자이1차,37.325311,127.07882
경기도,대주피오레1단지,37.239498,127.108312
경기도,상현마을성원상떼빌3차,37.30026,127.079353
경기도,동백금호어울림타운하우스,37.272064,127.153595
경기도,보정한화꿈에그린아파트,37.306354,127.107518
경기도,흥덕마을5단지호반베르디움,37.276994,127.070797
경기도,새천년그린빌1단지아파트,37.28992313,127.1106571
경기도,광교마을46단지 광교스타클래스,37.301276,127.075203
경기도,예현마을현대홈타운,37.24116,127.068835
경기도,동백하우스토리,37.27489,127.15519
경기도,수원동마을 쌍용스윗닷홈 2단지,37.256166,127.141651
경기도,구성자이3차,37.302987,127.118925
경기도,써니밸리아파트,37.251,127.135833
경기도,신세계 경기점,37.32498964,127.1079978
경기도,경남아너스빌,37.27453204,127.0914414
경기도,상현엘지자이아파트,37.30377096,127.0881607
경기도,금화마을대우현대아파트,37.264813,127.110186
경기도,기흥구청,37.280629,127.114031
경기도,현대프레미오아파트,37.306946,127.074157
경기도,죽전 동성1차,37.3307356,127.1108269
경기도,서천마을1단지,37.239501,127.071223
경기도,상현2동 행정복지센터,37.31027086,127.0865551
경기도,죽전1동 행정복지센터,37.33132491,127.1141141
경기도,화현마을 우림필유,36.985037,126.918369
경기도,폴리텍대학 화성캠퍼스,37.13085264,126.8892937
경기도,우림필유골드154,36.987069,126.917258
경기도,현덕면 행정복지센터,36.96712685,126.9213745
경기도,모아미래도2단지아파트,36.988064,126.84913
경기도,우정공영주차장,37.08450874,126.8188315
경기도,조암주차장,37.084203,126.814566
경기도,서광프리메라아파트,36.98064826,126.9224466
경기도,홈플러스 평택안중점,36.99023745,126.9163812
경기도,청북이안아파트,37.01929304,126.9081461
경기도,청북 유승한내들,37.018131,126.909896
경기도,청북한양수자인아파트,37.023729,126.921015
경기도,유승한내들퍼스트뷰,37.023737,126.924985
경기도,청북풍림아이원,37.023588,126.919531
경기도,목련마을 한일아파트,37.406626,127.144961
경기도,판교원한림풀에버,37.3894,127.096083
경기도,위례아트리버푸르지오2단지,37.470877,127.142505
경기도,백현마을2단지아파트,37.392763,127.117641
경기도,가천대 글로벌캠퍼스,37.452028,127.132562
경기도,탑마을 경남아너스빌,37.4064829,127.1303938
경기도,판교 알파리움2단지,37.39347,127.109418
경기도,황새울국민체육센터,37.38283846,127.1168682
경기도,성남지사,37.444197,127.130708
경기도,백현마을6단지,37.390636,127.110259
경기도,판교역 환승주차장,37.394978,127.112506
경기도,LH경기지사,37.342219,127.109518
경기도,백현마을7단지,37.388795,127.110046
경기도,위례아트리버푸르지오1단지,37.470064,127.141052
경기도,래미안위례아파트,37.470671,127.143796
경기도,성남아트센터,37.39998365,127.1289228
경기도,시흥동 행정복지센터,37.42184317,127.1078854
경기도,위례자이아파트,37.470558,127.139035
경기도,중원어린이도서관,37.44763219,127.1631564
경기도,중원청소년수련관,37.42991355,127.1549238
경기도,노외주차장(건우공영),37.45065715,127.1327195
경기도,노외주차장(복정제5),37.4571757,127.1264733
경기도,월든힐스3단지,37.39332827,127.0684407
경기도,판교알파리움1단지,37.39550454,127.1074185
경기도,위례자연앤센트럴자이 아파트,37.4737382,127.138692
경기도,중앙동 롯데캐슬아파트,37.442457,127.158659
경기도,산운마을대광로제비앙아파트,37.3909652,127.074908
경기도,탑마을 대우아파트,37.4069481,127.120442
경기도,성남동제2공영주차장,37.43243803,127.1428958
